date,continent,city,theme,is_global,importance
2024-09-29,Europe,Paris,Champions League,False,0.28
2024-09-28,South America,São Paulo,Andes Mountains,False,0.27
2024-10-05,South America,Buenos Aires,Carnival,False,0.11
2024-10-03,South America,São Paulo,Global Economy,True,0.84
2024-10-10,South America,Santiago,Renewable Energy,True,0.35
2024-10-05,Asia,Mumbai,Silk Road,False,0.99
2024-09-27,Asia,Shanghai,Space Exploration,True,0.53
2024-10-13,South America,Lima,Health and Pandemics,True,0.53
2024-09-25,Africa,Casablanca,Safaris,False,0.95
2024-09-21,Oceania,Melbourne,Indigenous Rights,False,0.1
2024-10-04,North America,New York,Silicon Valley,False,0.52
2024-10-17,North America,Mexico City,Climate Change,True,0.73
2024-09-26,South America,Lima,Andes Mountains,False,0.36
2024-09-27,Asia,Seoul,Silk Road,False,0.77
2024-09-21,North America,Toronto,NFL,False,0.18
2024-09-19,South America,Buenos Aires,Cybersecurity,True,0.67
2024-09-20,Europe,London,Art Exhibitions,False,0.67
2024-09-24,Africa,Lagos,Artificial Intelligence,True,0.96
2024-09-20,Europe,Paris,European Union,False,0.7
2024-09-28,Asia,Seoul,Bollywood,False,0.58
2024-09-23,Oceania,Auckland,Great Barrier Reef,False,0.31
2024-10-16,Europe,Madrid,Global Economy,True,0.79
2024-10-01,North America,Chicago,Silicon Valley,False,0.38
2024-09-28,Asia,Tokyo,Silk Road,False,0.59
2024-09-22,Oceania,Auckland,Outback,False,0.87
2024-10-12,Africa,Nairobi,Sahara Desert,False,0.43
2024-09-24,North America,Mexico City,NFL,False,0.89
2024-10-05,Oceania,Auckland,Great Barrier Reef,False,0.11
2024-10-02,Asia,Mumbai,Great Wall,False,0.31
2024-10-05,Oceania,Perth,Artificial Intelligence,True,0.58
2024-10-17,Europe,Paris,Champions League,False,0.32
2024-10-10,Asia,Mumbai,Great Wall,False,0.31
2024-09-24,Africa,Cairo,Wildlife Conservation,False,0.15
2024-09-22,North America,Los Angeles,Wall Street,False,0.25
2024-09-24,Oceania,Brisbane,Kangaroos,False,0.4
2024-09-30,North America,Mexico City,Hollywood,False,0.11
2024-09-29,Africa,Cairo,Safaris,False,0.24
2024-10-07,Asia,Bangkok,Bollywood,False,0.54
2024-09-28,North America,Los Angeles,US Politics,False,0.71
2024-09-19,Europe,London,Royal Families,False,0.27
2024-10-07,South America,Lima,Artificial Intelligence,True,0.98
2024-09-20,South America,Lima,Carnival,False,0.24
2024-10-07,North America,Chicago,Climate Change,True,0.29
2024-09-27,Oceania,Perth,Health and Pandemics,True,0.33
2024-09-27,Africa,Lagos,Nile River,False,0.22
2024-09-22,Oceania,Perth,Rugby,False,0.28
2024-10-05,North America,New York,Artificial Intelligence,True,0.46
2024-10-15,Europe,Madrid,Global Trade,True,0.51
2024-09-22,Africa,Casablanca,Wildlife Conservation,False,0.16
2024-10-13,Africa,Johannesburg,Safaris,False,0.46
2024-09-19,South America,Buenos Aires,Soccer,False,0.84
2024-10-04,Africa,Cairo,Global Economy,True,0.68
2024-10-17,South America,Lima,Climate Change,True,0.46
2024-10-13,South America,Bogotá,Soccer,False,0.52
2024-10-05,Africa,Nairobi,Safaris,False,0.92
2024-09-26,North America,New York,US Politics,False,0.69
2024-09-24,Oceania,Brisbane,Kangaroos,False,0.36
2024-10-11,North America,Chicago,Hollywood,False,0.75
2024-10-05,Europe,Madrid,Art Exhibitions,False,0.73
2024-09-24,South America,Bogotá,Carnival,False,0.76
2024-10-13,Asia,Bangkok,International Relations,True,0.13
2024-09-22,Oceania,Auckland,Outback,False,0.27
2024-10-13,Europe,Rome,Champions League,False,0.26
2024-10-07,South America,Bogotá,Latin Music,False,0.46
2024-09-29,North America,Los Angeles,US Politics,False,0.86
2024-10-05,Asia,Mumbai,Bollywood,False,0.62
2024-10-14,North America,New York,Wall Street,False,0.72
2024-09-19,Africa,Johannesburg,African Union,False,0.62
2024-09-26,Africa,Lagos,Renewable Energy,True,0.77
2024-09-21,North America,New York,NFL,False,0.4
2024-10-07,South America,Buenos Aires,Latin Music,False,0.47
2024-09-26,Europe,Berlin,Brexit,False,0.53
2024-10-08,Asia,Bangkok,Cybersecurity,True,0.93
2024-10-13,South America,São Paulo,Carnival,False,0.67
2024-10-08,South America,Buenos Aires,Soccer,False,0.54
2024-10-02,South America,Buenos Aires,Space Exploration,True,0.56
2024-09-27,North America,Mexico City,Health and Pandemics,True,0.41
2024-09-19,North America,Mexico City,Hollywood,False,0.79
2024-10-16,Africa,Lagos,Sahara Desert,False,0.79
2024-09-24,Asia,Bangkok,Bollywood,False,0.44
2024-10-03,Oceania,Brisbane,Great Barrier Reef,False,1.0
2024-09-25,South America,Santiago,Andes Mountains,False,0.95
2024-10-03,Asia,Bangkok,Silk Road,False,0.39
2024-09-21,Africa,Casablanca,Artificial Intelligence,True,0.83
2024-10-04,South America,São Paulo,Latin Music,False,0.13
2024-10-02,Asia,Seoul,Renewable Energy,True,0.8
2024-10-06,South America,Buenos Aires,Latin Music,False,0.42
2024-10-17,North America,Mexico City,Silicon Valley,False,0.12
2024-09-27,Europe,London,European Union,False,0.32
2024-10-13,Asia,Tokyo,Global Economy,True,0.93
2024-09-28,North America,New York,NFL,False,0.31
2024-10-02,South America,Bogotá,Andes Mountains,False,0.27
2024-10-06,North America,Los Angeles,NFL,False,0.98
2024-10-07,Oceania,Melbourne,Indigenous Rights,False,0.82
2024-09-23,Africa,Cairo,Global Economy,True,0.99
2024-09-23,Asia,Bangkok,K-pop,False,0.64
2024-10-17,Asia,Seoul,Sumo Wrestling,False,0.86
2024-10-03,Oceania,Melbourne,Great Barrier Reef,False,0.94
2024-09-17,Europe,Paris,Brexit,False,0.18
2024-09-29,Oceania,Melbourne,Great Barrier Reef,False,0.32
2024-10-09,Africa,Casablanca,Nile River,False,0.12
2024-10-02,North America,New York,US Politics,False,0.44
2024-10-10,Africa,Johannesburg,Global Trade,True,0.61
2024-10-03,North America,Mexico City,Silicon Valley,False,0.77
2024-10-15,Asia,Tokyo,Bollywood,False,0.88
2024-10-07,Asia,Tokyo,Bollywood,False,0.4
2024-09-20,Europe,Paris,Art Exhibitions,False,0.41
2024-10-15,Europe,Paris,Cybersecurity,True,0.56
2024-09-27,Asia,Shanghai,K-pop,False,0.62
2024-10-08,Africa,Cairo,Safaris,False,0.93
2024-10-14,Europe,Paris,Global Economy,True,0.35
2024-09-23,Europe,London,Brexit,False,0.68
2024-09-24,South America,Bogotá,Renewable Energy,True,0.76
2024-09-30,South America,Bogotá,Cybersecurity,True,0.82
2024-10-11,South America,São Paulo,Amazon Rainforest,False,0.19
2024-09-30,North America,New York,Silicon Valley,False,0.42
2024-10-01,South America,Lima,Latin Music,False,0.46
2024-10-14,Oceania,Melbourne,Kangaroos,False,0.81
2024-09-30,South America,Bogotá,Andes Mountains,False,0.3
2024-09-18,Africa,Lagos,African Union,False,0.91
2024-09-27,North America,New York,NFL,False,0.62
2024-10-03,Oceania,Perth,Rugby,False,0.81
2024-10-15,South America,Bogotá,Latin Music,False,0.57
2024-09-21,Africa,Lagos,Wildlife Conservation,False,0.54
2024-09-21,Europe,Berlin,European Union,False,0.77
2024-09-22,Africa,Casablanca,Renewable Energy,True,0.64
2024-10-04,North America,Mexico City,Global Trade,True,0.94
2024-10-07,South America,Santiago,Climate Change,True,0.91
2024-10-08,South America,Buenos Aires,Global Economy,True,0.7
2024-10-11,South America,Santiago,Cybersecurity,True,0.93
2024-09-23,Europe,Madrid,European Union,False,0.24
2024-09-29,Europe,Rome,Brexit,False,0.68
2024-10-17,Africa,Lagos,International Relations,True,0.59
2024-09-27,Europe,Madrid,International Relations,True,0.33
2024-10-16,Europe,Rome,Brexit,False,0.7
2024-10-01,South America,Bogotá,Latin Music,False,0.69
2024-10-03,South America,Bogotá,Carnival,False,0.96
2024-10-11,Asia,Bangkok,K-pop,False,0.64
2024-09-30,Oceania,Brisbane,Rugby,False,0.11
2024-10-01,North America,New York,US Politics,False,0.5
2024-10-08,Asia,Bangkok,Silk Road,False,0.99
2024-10-05,South America,Santiago,Artificial Intelligence,True,0.86
2024-09-27,North America,Toronto,NFL,False,0.37
2024-09-30,North America,Chicago,Climate Change,True,0.22
2024-10-13,Europe,Berlin,European Union,False,0.29
2024-10-10,Asia,Tokyo,Bollywood,False,0.18
2024-09-30,Africa,Nairobi,International Relations,True,0.48
2024-10-11,Oceania,Sydney,Kangaroos,False,0.17
2024-10-04,Africa,Nairobi,African Union,False,0.3
2024-09-18,Europe,Madrid,Climate Change,True,0.79
2024-10-04,Europe,Madrid,Space Exploration,True,0.69
2024-10-15,Asia,Mumbai,K-pop,False,0.21
2024-10-06,Asia,Shanghai,Sumo Wrestling,False,0.8
2024-10-07,Africa,Cairo,African Union,False,0.27
2024-09-20,Africa,Johannesburg,Nile River,False,0.14
2024-10-03,Asia,Bangkok,Silk Road,False,0.91
2024-09-18,Europe,Berlin,Artificial Intelligence,True,0.64
2024-10-06,South America,Buenos Aires,Latin Music,False,0.66
2024-09-23,North America,Toronto,Hollywood,False,0.78
2024-10-04,Europe,Rome,Royal Families,False,0.12
2024-09-24,Europe,Rome,Art Exhibitions,False,0.91
2024-10-02,Oceania,Perth,Rugby,False,0.5
2024-09-23,Asia,Bangkok,Silk Road,False,0.78
2024-10-14,Africa,Nairobi,Nile River,False,0.77
2024-09-17,Oceania,Sydney,Rugby,False,0.52
2024-09-23,Oceania,Sydney,Outback,False,0.75
2024-09-23,South America,Lima,Soccer,False,0.87
2024-09-18,Africa,Johannesburg,Wildlife Conservation,False,0.56
2024-10-14,North America,Toronto,Climate Change,True,0.71
2024-10-02,North America,Mexico City,Hollywood,False,0.77
2024-09-18,Asia,Tokyo,Technology Advancements,True,0.13
2024-09-19,Europe,Paris,European Union,False,0.99
2024-10-04,Africa,Casablanca,Nile River,False,0.96
2024-09-20,Oceania,Sydney,Climate Change,True,0.34
2024-09-29,Africa,Casablanca,Nile River,False,0.64
2024-10-04,Asia,Tokyo,K-pop,False,0.44
2024-10-14,Asia,Shanghai,Silk Road,False,0.47
2024-10-07,South America,Bogotá,Artificial Intelligence,True,0.99
2024-09-19,North America,Chicago,Health and Pandemics,True,0.61
2024-10-11,Africa,Nairobi,Sahara Desert,False,0.7
2024-09-29,South America,Lima,Latin Music,False,0.29
2024-09-24,North America,Los Angeles,Climate Change,True,0.13
2024-10-05,Africa,Cairo,Technology Advancements,True,0.37
2024-10-07,Asia,Mumbai,Bollywood,False,0.48
2024-09-25,Oceania,Brisbane,Rugby,False,0.67
2024-10-05,Asia,Tokyo,Bollywood,False,0.99
2024-09-17,Oceania,Auckland,Health and Pandemics,True,0.38
2024-10-09,Asia,Seoul,Great Wall,False,0.39
2024-09-30,Africa,Casablanca,Nile River,False,0.77
2024-10-07,Asia,Bangkok,Artificial Intelligence,True,0.68
2024-10-16,Oceania,Auckland,Outback,False,0.7
2024-10-07,North America,Los Angeles,Hollywood,False,0.55
2024-10-07,Asia,Tokyo,Technology Advancements,True,0.89
2024-09-26,North America,Toronto,US Politics,False,0.52
2024-10-07,Asia,Seoul,K-pop,False,0.65
2024-10-01,Asia,Mumbai,K-pop,False,0.12
2024-09-28,Africa,Johannesburg,Nile River,False,0.17
2024-10-03,Africa,Casablanca,Cybersecurity,True,0.65
2024-10-17,Oceania,Brisbane,Great Barrier Reef,False,0.83
2024-09-22,South America,Lima,Global Economy,True,0.29
2024-09-30,Asia,Tokyo,Bollywood,False,0.2
2024-10-09,Oceania,Perth,Rugby,False,0.26
2024-10-02,Europe,Berlin,Art Exhibitions,False,0.74
2024-10-14,Africa,Lagos,Safaris,False,0.49
2024-10-06,Europe,Rome,European Union,False,0.21
2024-09-26,Europe,Rome,Brexit,False,0.89
2024-10-01,Europe,London,Artificial Intelligence,True,0.58
2024-09-17,Africa,Casablanca,African Union,False,0.25
2024-09-30,Asia,Shanghai,Space Exploration,True,0.44
2024-10-12,North America,Los Angeles,Hollywood,False,0.35
2024-09-19,Europe,Paris,Royal Families,False,0.49
2024-10-10,North America,Mexico City,Wall Street,False,0.12
2024-09-27,Asia,Seoul,Silk Road,False,0.79
2024-10-06,Europe,Berlin,Brexit,False,0.18
2024-09-29,South America,São Paulo,Soccer,False,0.19
2024-10-02,Europe,Paris,Brexit,False,0.54
2024-10-06,North America,Los Angeles,Climate Change,True,0.9
2024-10-06,South America,Santiago,Carnival,False,0.59
2024-09-21,Europe,Madrid,Renewable Energy,True,0.14
2024-09-17,Asia,Seoul,Space Exploration,True,0.92
2024-10-11,North America,Chicago,Health and Pandemics,True,0.25
2024-10-03,North America,Chicago,Cybersecurity,True,0.72
2024-09-27,North America,Mexico City,Global Economy,True,0.18
2024-10-07,Asia,Shanghai,Silk Road,False,0.53
2024-09-25,Europe,Rome,Brexit,False,0.15
2024-09-20,Europe,London,Technology Advancements,True,0.33
2024-10-07,Europe,London,Global Trade,True,0.51
2024-09-19,Africa,Lagos,Wildlife Conservation,False,0.87
2024-10-01,Europe,Madrid,Health and Pandemics,True,0.86
2024-09-29,Europe,Rome,Global Trade,True,0.54
2024-10-14,Asia,Seoul,Artificial Intelligence,True,0.69
2024-10-08,Asia,Seoul,Bollywood,False,0.48
2024-10-02,Africa,Cairo,African Union,False,0.81
2024-10-11,South America,São Paulo,Latin Music,False,0.39
2024-10-01,Asia,Seoul,Cybersecurity,True,0.26
2024-10-01,Asia,Bangkok,Artificial Intelligence,True,0.91
2024-09-17,North America,Chicago,Wall Street,False,0.69
2024-09-26,Oceania,Auckland,Kangaroos,False,0.23
2024-10-07,Europe,Madrid,Art Exhibitions,False,0.96
2024-09-19,Oceania,Melbourne,Indigenous Rights,False,0.57
2024-10-13,South America,Bogotá,Climate Change,True,0.86
2024-10-04,Africa,Cairo,Global Trade,True,0.71
2024-09-18,Africa,Cairo,Space Exploration,True,0.7
2024-09-21,Europe,Rome,Artificial Intelligence,True,0.59
2024-10-09,Asia,Tokyo,Great Wall,False,0.22
2024-09-28,Asia,Shanghai,K-pop,False,0.57
2024-10-04,Europe,Madrid,Champions League,False,0.38
2024-10-08,South America,Bogotá,Climate Change,True,0.35
2024-09-30,Oceania,Perth,Indigenous Rights,False,0.28
2024-09-28,North America,Mexico City,Health and Pandemics,True,0.33
2024-10-15,Asia,Bangkok,Artificial Intelligence,True,0.63
2024-09-19,North America,Chicago,Cybersecurity,True,0.58
2024-09-21,South America,Bogotá,Global Trade,True,0.7
2024-10-03,Oceania,Auckland,Great Barrier Reef,False,0.31
2024-10-07,Europe,Rome,Renewable Energy,True,0.11
2024-10-01,North America,Los Angeles,Silicon Valley,False,0.14
2024-09-27,Europe,Rome,Art Exhibitions,False,0.55
2024-09-18,Europe,Paris,Art Exhibitions,False,0.3
2024-10-07,South America,Lima,International Relations,True,0.59
2024-10-15,Europe,London,Space Exploration,True,0.13
2024-09-25,Asia,Mumbai,Bollywood,False,0.13
2024-10-07,Africa,Casablanca,Safaris,False,0.12
2024-10-03,South America,Santiago,Space Exploration,True,0.68
2024-09-30,Oceania,Brisbane,Cybersecurity,True,0.42
2024-09-19,Europe,Madrid,Art Exhibitions,False,0.72
2024-10-03,North America,Toronto,Technology Advancements,True,0.11
2024-10-06,North America,New York,Silicon Valley,False,0.2
2024-09-26,Asia,Bangkok,Great Wall,False,0.5
2024-10-06,North America,Mexico City,International Relations,True,0.16
2024-09-28,Africa,Lagos,African Union,False,0.3
2024-09-20,Europe,Paris,Renewable Energy,True,0.94
2024-10-16,Europe,Berlin,European Union,False,0.2
2024-10-06,North America,Mexico City,Cybersecurity,True,0.51
2024-09-27,North America,New York,Climate Change,True,1.0
2024-10-07,Oceania,Melbourne,Kangaroos,False,0.98
2024-09-30,North America,Toronto,Global Trade,True,0.79
2024-10-02,North America,Toronto,Hollywood,False,0.36
2024-09-21,North America,Mexico City,NFL,False,0.28
2024-10-15,Oceania,Sydney,Kangaroos,False,0.17
2024-09-18,Africa,Lagos,Wildlife Conservation,False,0.59
2024-09-23,Asia,Shanghai,Cybersecurity,True,0.35
2024-09-25,Europe,London,Health and Pandemics,True,1.0
2024-09-19,North America,Mexico City,NFL,False,0.71
2024-10-05,South America,Lima,Andes Mountains,False,0.27
2024-09-29,South America,Bogotá,Carnival,False,0.86
2024-09-25,Oceania,Sydney,Global Trade,True,0.88
2024-10-10,South America,Santiago,Andes Mountains,False,0.46
2024-10-12,South America,Bogotá,Artificial Intelligence,True,0.61
2024-10-17,Europe,Madrid,Technology Advancements,True,0.44
2024-10-08,Asia,Tokyo,Artificial Intelligence,True,0.87
2024-09-30,Oceania,Melbourne,Kangaroos,False,0.12
2024-09-26,Asia,Mumbai,Silk Road,False,0.18
2024-10-04,Europe,London,Global Trade,True,0.65
2024-09-23,Asia,Shanghai,Bollywood,False,0.93
2024-09-23,Asia,Shanghai,Great Wall,False,0.31
2024-09-30,Europe,Madrid,European Union,False,0.11
2024-09-17,Europe,Rome,Art Exhibitions,False,0.22
2024-09-22,North America,Mexico City,Health and Pandemics,True,0.71
2024-10-01,Europe,Madrid,Renewable Energy,True,0.31
2024-10-07,North America,New York,US Politics,False,0.68
2024-10-16,North America,Los Angeles,NFL,False,0.2
2024-10-01,Europe,Paris,Royal Families,False,0.32
2024-10-13,Asia,Seoul,Climate Change,True,0.8
2024-10-08,Europe,London,Technology Advancements,True,0.7
2024-10-13,Asia,Tokyo,K-pop,False,0.19
2024-09-24,North America,Toronto,Technology Advancements,True,0.71
2024-10-15,South America,Bogotá,Soccer,False,0.34
2024-09-27,Europe,Berlin,Brexit,False,0.78
2024-10-15,Asia,Mumbai,K-pop,False,0.7
2024-09-17,South America,São Paulo,Health and Pandemics,True,0.78
2024-09-26,Asia,Mumbai,Great Wall,False,0.71
2024-09-26,Asia,Seoul,Artificial Intelligence,True,0.52
2024-09-30,South America,Santiago,Soccer,False,0.41
2024-09-25,North America,Toronto,International Relations,True,0.47
2024-09-28,Asia,Tokyo,Cybersecurity,True,0.26
2024-10-03,Africa,Cairo,Space Exploration,True,0.83
2024-09-24,Europe,Berlin,Champions League,False,0.62
2024-10-11,Africa,Casablanca,Sahara Desert,False,0.64
2024-09-21,Europe,Rome,European Union,False,0.16
2024-09-25,Asia,Seoul,Great Wall,False,0.16
2024-09-30,Africa,Cairo,Safaris,False,0.27
2024-09-30,Europe,Paris,Royal Families,False,0.77
2024-10-15,Oceania,Sydney,Space Exploration,True,0.49
2024-10-02,Asia,Bangkok,Cybersecurity,True,0.39
2024-10-04,Africa,Nairobi,Technology Advancements,True,0.78
2024-09-22,North America,Los Angeles,Wall Street,False,0.8
2024-10-13,Asia,Mumbai,Great Wall,False,0.45
2024-09-25,Europe,Paris,Artificial Intelligence,True,0.43
2024-09-25,Asia,Seoul,K-pop,False,0.5
2024-09-30,Asia,Bangkok,Bollywood,False,0.62
2024-09-28,Africa,Johannesburg,Technology Advancements,True,0.76
2024-10-04,Europe,Rome,European Union,False,0.4
2024-09-26,Oceania,Brisbane,Kangaroos,False,0.64
2024-10-05,North America,Mexico City,Artificial Intelligence,True,0.6
2024-10-15,Africa,Cairo,Safaris,False,0.45
2024-10-02,Oceania,Brisbane,Outback,False,0.88
2024-10-06,Africa,Nairobi,Health and Pandemics,True,0.71
2024-10-07,Asia,Shanghai,Global Economy,True,0.56
2024-10-11,Africa,Lagos,Wildlife Conservation,False,0.94
2024-10-08,Oceania,Melbourne,Great Barrier Reef,False,0.81
2024-09-23,Europe,Rome,Global Trade,True,0.47
2024-09-18,Oceania,Sydney,Kangaroos,False,0.9
2024-10-04,Africa,Lagos,Climate Change,True,0.21
2024-09-18,South America,São Paulo,Soccer,False,0.35
2024-10-05,North America,Los Angeles,Renewable Energy,True,0.44
2024-09-20,Asia,Bangkok,Great Wall,False,0.81
2024-09-26,Oceania,Sydney,Outback,False,0.58
2024-10-01,Europe,Rome,Champions League,False,0.44
2024-10-06,Oceania,Perth,Kangaroos,False,0.57
2024-09-19,Asia,Bangkok,International Relations,True,0.79
2024-09-19,Asia,Shanghai,K-pop,False,0.86
2024-10-15,Europe,Berlin,Art Exhibitions,False,0.92
2024-09-17,Oceania,Perth,Rugby,False,0.56
2024-10-12,South America,Lima,Soccer,False,0.54
2024-10-07,Europe,Berlin,Brexit,False,0.22
2024-10-06,Africa,Nairobi,International Relations,True,0.61
2024-10-17,Europe,Madrid,Global Economy,True,0.11
2024-10-05,Europe,Rome,Champions League,False,0.98
2024-09-30,Asia,Mumbai,K-pop,False,0.33
2024-10-15,Africa,Casablanca,African Union,False,0.7
2024-09-21,Oceania,Brisbane,Space Exploration,True,0.83
2024-09-24,Oceania,Perth,Indigenous Rights,False,0.87
2024-09-19,Oceania,Perth,Indigenous Rights,False,0.52
2024-10-13,Europe,Madrid,Brexit,False,0.39
2024-10-02,South America,Bogotá,Soccer,False,0.81
2024-10-13,North America,Toronto,Hollywood,False,0.32
2024-09-19,Oceania,Brisbane,Rugby,False,0.58
2024-09-26,Africa,Lagos,Wildlife Conservation,False,0.17
2024-10-12,Asia,Shanghai,Silk Road,False,0.41
2024-10-11,South America,Buenos Aires,Amazon Rainforest,False,0.51
2024-10-12,Africa,Casablanca,Wildlife Conservation,False,0.29
2024-09-29,Africa,Cairo,Global Trade,True,0.76
2024-10-01,North America,Mexico City,Wall Street,False,0.4
2024-10-14,Asia,Seoul,Sumo Wrestling,False,0.7
2024-10-06,Africa,Lagos,Wildlife Conservation,False,0.36
2024-10-07,South America,Santiago,Latin Music,False,0.8
2024-10-06,South America,São Paulo,Artificial Intelligence,True,0.62
2024-10-07,Africa,Nairobi,Technology Advancements,True,0.97
2024-10-10,Europe,Madrid,Brexit,False,0.33
2024-10-17,North America,Toronto,Global Trade,True,0.6
2024-10-09,North America,Los Angeles,US Politics,False,0.14
2024-10-08,Oceania,Perth,Indigenous Rights,False,0.2
2024-09-22,Asia,Tokyo,K-pop,False,0.58
2024-09-29,Oceania,Auckland,Outback,False,0.86
2024-09-24,North America,Toronto,NFL,False,0.47
2024-10-09,South America,Bogotá,Latin Music,False,0.14
2024-09-24,Oceania,Sydney,Great Barrier Reef,False,0.57
2024-10-02,Africa,Cairo,African Union,False,0.17
2024-10-15,South America,Bogotá,Soccer,False,0.3
2024-10-11,South America,Lima,Artificial Intelligence,True,0.36
2024-09-20,Asia,Tokyo,Bollywood,False,0.42
2024-09-19,Asia,Mumbai,Silk Road,False,0.49
2024-09-24,North America,Mexico City,Wall Street,False,0.78
2024-09-24,South America,Santiago,Health and Pandemics,True,0.27
2024-10-04,Europe,Paris,Brexit,False,0.54
2024-09-21,Europe,Berlin,Champions League,False,0.91
2024-09-26,North America,Los Angeles,US Politics,False,0.32
2024-10-03,South America,São Paulo,Artificial Intelligence,True,0.58
2024-10-10,North America,Toronto,US Politics,False,0.2
2024-10-02,Africa,Cairo,African Union,False,0.99
2024-09-24,North America,Chicago,NFL,False,0.83
2024-10-12,North America,New York,Renewable Energy,True,0.36
2024-10-14,North America,Chicago,Wall Street,False,0.2
2024-10-01,Asia,Mumbai,International Relations,True,0.4
2024-10-10,North America,New York,Silicon Valley,False,0.17
2024-09-22,Africa,Lagos,Cybersecurity,True,0.6
2024-10-17,South America,Lima,Cybersecurity,True,0.43
2024-10-11,Europe,Rome,Brexit,False,0.69
2024-09-18,South America,Bogotá,Latin Music,False,0.68
2024-09-30,Oceania,Perth,Outback,False,0.49
2024-10-05,Europe,Rome,Cybersecurity,True,0.89
2024-09-25,South America,São Paulo,Global Trade,True,0.55
2024-09-25,Asia,Seoul,Global Trade,True,0.13
2024-10-17,Africa,Lagos,Nile River,False,0.56
2024-09-24,Europe,Madrid,Royal Families,False,0.24
2024-10-10,North America,Los Angeles,Wall Street,False,0.65
2024-10-02,Oceania,Melbourne,Renewable Energy,True,0.25
2024-10-05,South America,Santiago,Technology Advancements,True,0.52
2024-10-13,North America,Chicago,Artificial Intelligence,True,0.35
2024-10-10,Oceania,Auckland,Indigenous Rights,False,0.54
2024-09-22,Asia,Shanghai,Bollywood,False,0.5
2024-09-23,North America,Mexico City,Wall Street,False,0.55
2024-10-10,North America,Chicago,Wall Street,False,0.49
2024-10-10,South America,Santiago,Amazon Rainforest,False,0.61
2024-09-24,North America,Los Angeles,Artificial Intelligence,True,0.98
2024-09-17,Europe,Berlin,Art Exhibitions,False,0.35
2024-10-04,Asia,Tokyo,Sumo Wrestling,False,0.4
2024-10-06,Africa,Lagos,Nile River,False,0.86
2024-09-18,North America,Mexico City,Climate Change,True,0.59
2024-09-27,South America,Lima,Carnival,False,0.47
2024-10-12,North America,Mexico City,US Politics,False,0.25
2024-10-09,Europe,Paris,Cybersecurity,True,0.85
2024-09-23,Asia,Seoul,Bollywood,False,0.91
2024-10-01,Africa,Lagos,Nile River,False,0.46
2024-09-17,Asia,Shanghai,Global Trade,True,0.66
2024-09-24,North America,Toronto,Hollywood,False,0.55
2024-10-09,Europe,Berlin,Artificial Intelligence,True,0.8
2024-10-16,North America,New York,Hollywood,False,0.47
2024-10-02,South America,Buenos Aires,Artificial Intelligence,True,0.28
2024-09-20,North America,Chicago,NFL,False,0.75
2024-09-28,Oceania,Sydney,Kangaroos,False,0.3
2024-09-28,North America,Los Angeles,NFL,False,0.41
2024-10-03,Asia,Seoul,Global Economy,True,0.85
2024-10-10,Africa,Lagos,Safaris,False,0.58
2024-09-24,North America,Mexico City,NFL,False,0.91
2024-09-24,North America,Mexico City,International Relations,True,0.14
2024-09-18,Oceania,Sydney,Kangaroos,False,0.48
2024-10-07,Oceania,Brisbane,Cybersecurity,True,0.81
2024-10-14,Asia,Seoul,Silk Road,False,0.52
2024-10-01,Europe,Paris,Global Trade,True,0.95
2024-10-02,Africa,Lagos,Wildlife Conservation,False,0.25
2024-09-20,Europe,Madrid,European Union,False,0.5
2024-09-26,North America,Chicago,Climate Change,True,0.79
2024-10-09,North America,Chicago,US Politics,False,0.51
2024-09-22,Asia,Shanghai,Bollywood,False,0.68
2024-09-22,South America,Buenos Aires,Artificial Intelligence,True,0.23
2024-09-20,Asia,Bangkok,Great Wall,False,0.9
2024-10-03,North America,New York,Technology Advancements,True,0.36
2024-10-14,North America,Chicago,Health and Pandemics,True,0.75
2024-09-30,South America,Santiago,Amazon Rainforest,False,0.38
2024-10-15,North America,Chicago,NFL,False,0.58
2024-09-21,South America,Lima,Renewable Energy,True,0.52
2024-10-05,Europe,London,Royal Families,False,0.57
2024-10-07,Africa,Cairo,Renewable Energy,True,0.64
2024-09-21,Europe,Berlin,International Relations,True,0.46
2024-09-22,Africa,Cairo,Sahara Desert,False,0.74
2024-09-27,Africa,Johannesburg,African Union,False,0.42
2024-09-28,Asia,Shanghai,Global Economy,True,0.81
2024-10-11,South America,Lima,Amazon Rainforest,False,0.59
2024-09-24,Oceania,Sydney,Kangaroos,False,0.21
2024-09-28,Oceania,Sydney,Global Economy,True,0.42
2024-09-24,Africa,Lagos,Global Economy,True,0.58
2024-09-22,Oceania,Melbourne,Kangaroos,False,0.68
2024-10-04,Oceania,Sydney,Great Barrier Reef,False,0.13
2024-10-10,North America,Mexico City,Hollywood,False,0.37
2024-10-02,Oceania,Sydney,Kangaroos,False,0.16
2024-10-03,Asia,Seoul,Health and Pandemics,True,0.92
2024-10-17,South America,Bogotá,Latin Music,False,0.37
2024-10-11,Africa,Casablanca,Sahara Desert,False,0.24
2024-09-30,Oceania,Melbourne,Outback,False,0.31
2024-09-22,Europe,Paris,Cybersecurity,True,0.46
2024-09-22,Asia,Bangkok,Bollywood,False,0.27
2024-10-10,Asia,Mumbai,Silk Road,False,0.53
2024-09-23,South America,Buenos Aires,Andes Mountains,False,0.5
2024-10-08,Africa,Lagos,Sahara Desert,False,0.85
2024-10-16,Oceania,Melbourne,Global Economy,True,0.8
2024-09-26,Africa,Cairo,Global Economy,True,0.73
2024-09-18,Asia,Seoul,Great Wall,False,0.54
