document_id,cluster
 Meet the Fockers,2
 whose latest role was Peter Pan creator JM Barrie in Finding Neverland,5
 to be held at London's South Bank Centre in June.  The punk pioneer follows Morrissey,4
 Saul Israel Holiff,4
 while Leigh received nods for best director and original screenplay. Kate Winslet was also nominated in the best actress category for her role in Eternal Sunshine of the Spotless Mind. And Clive Owen and Sophie Okonedo both got nominated for supporting roles in Closer and Hotel Rwanda respectively. Owen has already been made bookmakers' favourite for best supporting actor for the role in Closer that has already clinched him a Golden Globe award.  And it is the first nomination for actress Okonedo,5
 who scoured the US and Colombia for a lead for Maria Full of Grace. The film sees the 23-year-old play a teenage drug mule who smuggles heroin by swallowing pellets in condoms. Plaudits have been raining down on her for her gritty performance,7
 who was born in Texas in 1958,5
 less contentious cinema.  If best film nominees were drawn on the basis of column inches,5
 Eucalyptus,7
 with Million Dollar Baby in second place at 9/4.  Bet Direct and Bet 365 also tip The Aviator,5
 Romancing The Stone and The Jewel Of The Nile. Another Hollywood star is being lined up to co-star,5
 which was at number five this week. Oscar hopefuls The Aviator,5
 in which he stars with Ben Stiller,5
 whose credits include his Oscar-winning performance in My Left Foot,5
 called Wedding Cantata BWV 216,9
" but said the decision to close it was ""painful but fiscally responsible"". Applegate",9
 to awards,9
 questioning their honesty after they reported she was pregnant.  In a letter on her website,5
 which opens on Thursday with period epic Man to Man,7
 earning more than $40m (£22m) on the first day of the DVD's release alone. Ray has been nominated in six Oscar categories including best film and best actor for Jamie Foxx. The film recounts the life of blues singer Ray Charles,5
 according to a study released on Wednesday.  Only 16% of women earn more than £50,1
 there is the prospect that a home-grown movie could walk off with a clutch of trophies.  Vera Drake,4
 Leonardo DiCaprio and Richard Gere were just some of the actors who attended the 2005 Bafta film awards. They emerged from limos at Leicester Square to an uncertain British climate that threatened rain one moment and promised late winter sunshine the next. But the gods were certainly shining on the thousands of film fans who lined the red carpet to meet their idols. Screaming built up into a crescendo as more and more big name stars appeared. The biggest cheer of the night was reserved for The Aviator star Leonardo DiCaprio,5
 Pierce Brosnan,5
 Burt Reynolds and Oscar nominee Alan Alda have paid tribute to actor Ossie Davis at a funeral in New York.  Veteran star Ossie Davis,1
 and its star Cate Blanchett won best supporting actress. But Vera Drake scored best director for Mike Leigh while Imelda Staunton took the hotly contested best actress award. Jamie Foxx won best actor for Ray,5
 and hope to reopen it to audiences in summer 2006. It is estimated that £500,5
 Roadside Attractions,1
 dropped by producers over claims it was not scary enough,5
" said Academy executive director Bruce Davis. About 51 million people in the US have seen this year's nominees, compared with between 100 million and 118 million in recent years. The last time combined attendance was so low was in 1984 when Amadeus beat The Killing Fields, A Passage to India, Places in the Heart and A Soldier's Story to best picture, when 41 million saw the five films. Last year's ceremony attracted the highest audience in four years as viewers tuned in to see Lord of the Ring: Return of the King sweep the board.  And the show reaped its biggest audience in 1997 when Titanic took home 11 Oscars.  The film had taken $500m (£264m) worldwide before the ceremony, and eventually took $1.8bn (£952m). Eyeballs starring at the movie screen translates to eyeballs staring at the TV screen",5
 Hitch,5
 Carol Mendelsohn,9
 and sentenced at Harrow Crown Court,9
 according to some LA film critics.  Bob Strauss,5
 according to the UK's leading movie critics.  But several of those surveyed by the BBC News website think the veteran film-maker will lose the best director prize to Clint Eastwood. Most of the critics tipped Jamie Foxx and Hilary Swank to scoop best actor and actress for Ray and Million Dollar Baby respectively. The jury comprised experts and critics from the top UK film publications. The panel also revealed which nominees they would personally prefer to win.  All expect The Aviator to win best film,5
 who won the category,7
 winning all six of the awards for which it was nominated.  It was named best film while Alexander Payne won best director and best screenplay,5
" the organisation which partly funded her project.  Arnold's film Wasp won the best live action short film award on Sunday. ""The UK Film Council spends millions of pounds of lottery investment on short filmmaking in Britain every year",5
 while its stars Hilary Swank and Morgan Freeman won acting awards. The Aviator took five prizes including best supporting actress for Cate Blanchett. The biopic of Howard Hughes led the nominations with 11. Jamie Foxx picked up best actor for playing soul star Ray Charles in Ray. Many expected this to be Scorsese's year - but he was unsuccessful in the best director category for the fifth time in his career.  He has never won despite being nominated for such films as Raging Bull and Goodfellas. Instead,5
 Mike Leigh's Vera Drake failed to take the director or screenplay awards and there was no prize for star Imelda Staunton. Kate Winslet also lost to best actress Hilary Swank,5
 the studio behind the film,9
 in which the pop star held hands with the alleged victim,1
 by US author Dan Brown,9
 now in their second year.  The Oscar rivals will compete for the international film prize at the ceremony,5
 best known for her work on the 70s horror classic Halloween,5
" one of France's highest cultural honours.  Sir Alan received his decoration in Paris on Wednesday from French Culture Minister Renaud Donnedieu de Vabres. ""You have explored the possibilities of film with an immense talent",5
 taking $36.5m (£19m) on its first weekend on release.  Featuring the voices of Ewan McGregor,5
" but not before lengthy negotiations. ""I think it's gonna be a lot of lawyers sitting in a room trying to thrash out a deal before it will ever happen",5
400 as part of new proposals announced by the Trade and Industry Secretary Patricia Hewitt.  It would mean paid leave would be increased to nine months by 2007,1
 the Trade and Industry Secretary has said.  Patricia Hewitt said the cost of the proposals was being evaluated,1
 it has been confirmed.  The much trailed decision was ratified by Labour's ruling National Executive Committee in a break with the traditional choice of a seaside venue. It will be the first time since 1917 that the party has chosen Manchester to host the annual event. Blackpool will get the much smaller February spring conference instead in what will be seen as a placatory move.  For years the main political parties have rotated between Blackpool,9
 ex-chief economic adviser to the Treasury,3
" say the Tories.  Tory co-chairman Liam Fox was speaking after Mr Blair told Labour members the Tories offered a ""hard right agenda"". Dr Fox told BBC Radio: ""If you are willing to lie about the reasons for going to war",3
" a new study shows.  Male MPs pretended to juggle imaginary breasts and jeered ""melons"" as women made Commons speeches",1
 former Labour minister and now a European Commissioner,1
 Sandra,3
" Mr Blair said the families deserved ""to be completely and publicly exonerated"".  The families had hoped the apology would be made during Prime Minister's Questions in the House of Commons. However",3
 which brings in house arrest for terror suspects,1
 Chevening,9
" a committee of MPs has said.  There was an ""absolute crisis"" in the recruitment of statisticians and other social science experts",9
 he said. The deal is thought to have been hammered out on Thursday night after Japan,1
 it has been announced.  Prince Edward will also join the UK delegation in Poland for National Holocaust Memorial Day on 27 January. Between 1.1 and 1.5 million people,1
 it has been claimed.  Jack Law,1
 as Tony Blair and Ruth Kelly have suggested,1
 the prime minister said Thursday's report reinforced stability and opportunity. And that would be central to Labour's next election campaign,3
 having attracted only 900 students at a cost of £50m. Chief executive John Beaumont was paid a bonus of £44,1
 he said education needs had to be tackled.  Speaking outside the Olympic Primary School,9
 which she described as an anti-immigration body posing as independent. Migration Watch says it is not against all immigration and the government already publishes accurate figures. Sir Andrew Green,9
 Tony Blair has said.  July's G8 summit in Gleneagles in Perthshire - chaired by the prime minister - will use the report as the basis for talks on Africa. The announcement followed the final meeting of the commission - which includes singer Bob Geldof - in London. As well as more aid,1
" accusing it of being obsessed with headlines.  He also attacked the way the Iraq war was ""sold"" to the public",1
" the Lib Dems say.  Sir Alan Budd's inquiry linked the ex-home secretary to the speeding up of a visa claim by his ex-lover's nanny. But he could not say whether Mr Blunkett had treated the nanny as a special case or had used her as an example of immigration problems. Lib Dem spokesman Mark Oaten said the number of officials who had forgotten what happened was worrying. He told BBC News: ""I'm extremely concerned that 20 individuals appear to have forgotten what happened or more suspiciously are not prepared to say what happened. ""That must be bad for government",9
 UK Foreign Secretary Jack Straw has announced.  The Bahamas,1
 including provocation and at mandatory sentences. The Home Office has already said the review will begin next year.  On Wednesday,1
000 supporters to demonstrate against the hunting ban. They have agreed to keep to a demonstration site on the other side of the River Tyne from the conference venue in Gateshead. A bid to overturn the law banning hunting with dogs in England and Wales has begun in the Court of Appeal. The ban comes into force on 18 February. The Court of Appeal is expected to rule early next week on whether the alliance's challenge has succeeded. Richard Dodd,1
" which allows ""reasonable force"" in self defence. Mr Howard branded the decision unacceptable",1
 but there is scepticism in France and elsewhere. Some are worried that Turkey's large and rapidly growing population and low average income might make integration into the EU difficult.  Some are concerned that a change of government could lead to Turkey reneging on key human rights reforms it has recently enacted. And many in France would prefer Turkey to admit that World War I-era killing of Armenians constituted genocide. There are also issues in France and the Netherlands over the possible problems of integrating the first major Muslim nation into the EU. But Mr Blair and the Labour government have been the staunchest backers of Turkish accession,9
" said Charles Kennedy.  In his New Year message the Liberal Democrat leader said Labour and the Conservatives were united in relying on fear and ""populist scares"". He said his party was the one of hope and was ready for a 2005 poll. On the Asian tsunami he said it had been ""very heartening"" to learn of the generosity being shown by Britons. Mr Kennedy said his thoughts were with all those caught up in the disaster",1
 he was also working for Tony Blair in his policy unit when he was leader of the opposition.  A brief glance at Mr Miliband's family background reveals an impressive socialist pedigree in the form of his father Ralph,9
 which ran from Edinburgh through the Borders and on to Carlisle,1
 education and training body Elwa,1
" he told BBC Radio 4's Today programme. The foreign secretary insisted it was for Parliament, and not judges, to decide how best Britain could be defended against the threat of terrorism. But Liberal Democrat peer Lord Carlile, the government's independent reviewer of anti-terrorism laws, said it was possible some of the detainees could now be released. He said the Law Lords' ruling was an embarrassment"" for the government and major changes were needed to the law.  The ruling came on Charles Clarke's first day as home secretary following David Blunkett's resignation. In a statement to MPs",1
 David Blunkett had been in charge of a substantial body of government portfolios including race,3
 warn union leaders.  The Cabinet Office has confirmed it is reviewing the current pension system,1
" says Age Concern.  A survey for the charity suggests 69% of over-55s say they always vote in a general election compared with just 17% of 18 to 24 year olds. Charity boss Gordon Lishman said if a ""decisive blow"" was struck at the election it would be by older voters who could be relied on to turn out. A total of 3",1
 who will appear before the committee on Monday,9
000 a year from the law firm Tods Murray,9
" Tory leader Michael Howard went on the offensive over comments Mr Blunkett is alleged to have made in a new biography. He is understood to have made a series of criticisms about his Cabinet colleagues from the prime minister down. Mr Howard said Mr Blunkett had complained he had inherited a ""giant mess"" when he took over at the Home Office from Jack Straw",1
 Lifelong Learning Minister Jim Wallace said that this would not result in Scottish students missing out. Applications from England and Wales rose by 17% between January 2005 and the previous year,1
 a committee of MPs has warned.  Sloppy wording of the draft animal welfare bill could leave anglers facing court even though it was not intended,1
" First Minister Jack McConnell has insisted.  He told the Scottish Parliament on Wednesday that a ""comprehensive ban"" on smoking in public places would be introduced by the spring of 2006. Mr McConnell said the country's health rates were ""lamentable"" not least because of smoking. He said fines of up to £2",1
 MPs have said.  The Constitutional Affairs Select Committee said parents with custody could exploit delays in the system to stop former partners gaining access. Courts should be used as a last resort,1
 says a top academic.  Amitai Etzioni,9
 50,3
" Education Secretary Ruth Kelly has suggested.  Ms Kelly told the BBC progress had been made against severely disruptive children but parents were still worried about lower level problems. The minister also confirmed she received ""spiritual support"" from the Catholic movement Opus Dei. But she denied her faith meant she would refuse key government jobs.  The Conservatives have made school discipline one of their five priority areas in the run-up to the next general election. Ms Kelly is expected to announce her plans on the issue in the next fortnight. She told BBC One's Breakfast with Frost: ""It is really important to support head teachers and teachers in tackling disruption in the classroom. ""We have made huge progress on the really difficult cases",7
" Charles Clarke has said.  The idea will be tried as part of an overhaul of the way government approaches ""inclusive citizenship"" particularly for ethnic minorities. A pilot scheme based on ceremonies in Australia will start in October. Mr Clarke said it would be a way of recognising young people reaching their voting age when they also gain greater independence from parents. Britain's young black and Asian people are to be encouraged to learn about the nation's heritage as part of the government's new race strategy which will also target specific issues within different ethnic minority groups. Officials say the home secretary wants young people to feel they belong and to understand their ""other cultural identities"" alongside being British. The launch follows a row about the role of faith schools in Britain. On Monday school inspection chief David Bell",1
 Al Aynsley-Green,9
 UK Foreign Secretary Jack Straw has said.  The 15-year-old ban was imposed in the aftermath of China's crackdown on protesters in Tiananmen Square. Mr Straw told a Commons select committee human rights concerns over China remained. But he said it was wrong to put China under the same embargo as countries such as Zimbabwe and Burma.  In December,1
 the elections watchdog has said.  Fears that big donors can buy political favours have sparked calls for a limit. In a new report,1
" Cardinal Cormac Murphy-O'Connor has said.  The head of the Catholic Church in England and Wales made the comments on BBC Radio 4 and will re-iterate his stance in his Christmas Midnight Mass. The cardinal used a Christmas message to denounce the war in Iraq as a ""terrible"" waste of money. He and the Archbishop of Canterbury have both spoken out about the war.  Speaking on BBC Radio 4's Thought for the Day slot",1
" which has meant about 300 homes in County Durham are not receiving voting packs. Officials at Darlington Council are now in a race against time to try and rectify the situation. The all-postal votes of about two million electors are due to be handed in by 4 November. A spokesman for Darlington Council said: ""We have sent out the ballot papers",9
 which believes Muslim voters could influence the result in up to 50 constituencies. Last year MAB,1
" Turkey may have to accept restrictions to limit migration by its citizens. Mr Blair said having Turkey in the EU was of ""importance to the future peace and prosperity of my country",1
 it said. An identical letter has been sent to Feroz Abbasi,1
 the 22-year-old son of rock star Bryan Ferry and Luke Tomlinson,1
 Lord Falconer said. The constitutional affairs secretary outlined some of the plans on Tuesday. He denied fathers' activists had forced the changes,1
 where people say they want medical treatment withheld if they become severely incapacitated. The Mental Capacity Bill has broad support from charities who say it would give better safeguards over treatment. But Christian groups say it could mean doctors withholding food and fluids even if they think it inappropriate.  Ministers insist the Mental Capacity Bill - for England and Wales - would not change laws on assisted suicide and contains a presumption in favour of preserving life.  The bill would establish a legal presumption that everybody can make decisions about their own treatment unless proved otherwise. It would allow people to give somebody the power of attorney to make decisions on their behalf,1
" he said. The Lib Dems also oppose the proposals, but ministers insist they are proportionate to the terror threat.  The government proposed the idea and a range of other new powers after the laws lords said current detentions without trial broke human rights laws. New Metropolitan Police Commissioner Sir Ian Blair has backed the control orders, saying: I'm sorry. It is a dilemma",1
 MPs have said.  Pressure was placed on staff to be efficient,1
 Tory leader in the Lords,1
 saying it was too complex and raised too many constitutional issues.  The Lord Chancellor,1
 the BBC documentary Secret Agent featured covertly-filmed footage of BNP activists. Mr Griffin is the twelfth man to be arrested following the documentary. Nine men from West Yorkshire and another man from Leicester have been arrested and freed on bail. Seven of the men had been held variously in connection with suspected racially aggravated public order offences,9
" Tory MP Boris Johnson has insisted.  Mr Johnson also claimed Tony Blair's intervention in the row was ""an attempt to reassure Jewish voters"". London mayor Mr Livingstone says he is ""standing by"" his remarks which likened an Evening Standard journalist to a ""concentration camp guard"". But the prime minister says it is time for Mr Livingstone to say sorry.  Labour's Mr Livingstone has said his comments may have been offensive but were not racist",1
" despite the introduction of a ""smart acquisition"" policy six years ago. A senior defence official told the BBC lessons were being learned. The NAO's annual report showed the total cost of the 20 projects covered was expected to reach £50bn - 14% higher than originally planned. The total delays amounted to 62 months",1
 the Treasury has announced.  The Budget,1
 the UK elections watchdog has said.  Those are some of the mistakes found under the current system,1
 a report says.  The National Audit Office praised ministers for reaching the benchmark of 750,1
 party sources told the BBC. The bill,3
 say the Tories.  Shadow foreign secretary Michael Ancram told MPs a new White Paper was part of trying to soften up opinion ahead of the referendum on the EU constitution. His claims were denied by Foreign Secretary Jack Straw,3
" a report claims.  Essential Guide to British Quangos 2005 author Dan Lewis said at least 111 of the appointed bodies had been set up since Labour won power in 1997. He urged a limit on the number of quangos that could be set up by any individual government department. Tories and Lib Dems welcomed the report and called for a ""slimming down"".  Conservative deregulation spokesman John Redwood said: ""The research endorses our policy of destroying unwanted and unnecessary quangos",1
 saying it is important people are not frightened of the future.  The controversial issue was a feature of the recent US presidential election,1
 Michael Howard has said.  As his party set out detailed asylum reform plans,1
" which ban unsolicited sales and marketing calls. Both schemes are run by the Direct Marketing Association and backed by EU directives on privacy and electronic communications.  The rules on marketing calls apply as much to politicians as to private sector companies. But that does not mean Labour and the Tories are not calling people signed up to the TPS. A Labour Party spokesman told the BBC News website the party avoided those on TPS lists when telephoning people about membership or fundraising. But that did not happen for ""voter identification"" calls. ""When we ask which party they will vote for",1
 the Scottish Environment Protection Agency is warning a committee of MSPs.  Experts are giving evidence on the subject to the Scottish Parliament's environment committee. Officials believe nuclear energy and wind farms may be better options than trying to tackle global warming. Solutions suggested by conservationists include reducing internal UK air travel and boosting electric trains. The evidence is part of the committee's inquiry into the impact of climate change in Scotland. Sepa is attempting to curb global warming gases,9
 as snow and cold temperatures continue.  The party says the plans could save the average pensioner £100 every year and cut winter deaths. The government gives £200 for winter fuel to households with people over 60,9
 ministers launched their anti-social behaviour plan and Thursday's figures offer a progress check. They will say that in the past year more than 2,1
 Lib Dem leader Charles Kennedy has said.  In a speech focusing on issues arising from the re-election of George W Bush,1
 attended by pupils from a number of secondary schools. A Highland councillor who was at the event has also defended Mr McConnell. Margaret Davidson,1
 of the top civil servants' union,3
" Tory leader Michael Howard has said.  The plan forms part of the party's ""smaller government bill""",1
 London,1
" Kent. He is saying that prosperity means both individual wealth and ensuring ""radically improved"" public services. He is also claiming Labour is more ideologically united than ever. Mr Brown is currently touring Africa after a week of facing questions about reports of his splits with Downing Street.  With the election widely predicted for May",3
 it is reported.  Martin Mubanga claimed in the Observer that an MI6 officer played a key role in consigning him to the US camp in Cuba,1
" says the assembly government.  Finance Minister Sue Essex said it was a ""good deal"" for local government. The £3.2bn settlement includes the ""full"" £7.4m from the UK Treasury announced by Chancellor Gordon Brown. But opposition parties said rebanding of council taxes would mean steep rises. In addition",1
 Mr Blair said he still admired Mr Blunkett and thought his integrity was intact.  On Tuesday Sir Alan said the application for leave to remain in the UK made by Kimberly Quinn's nanny was processed in 52 days,1
 the government has announced.  Payment levels vary from area to area,9
313 people suggests two-thirds of Britons support the couple's decision to marry. But only 40% think Mrs Parker Bowles should become Princess Consort as planned after Charles becomes king. Some 47% believe she should have no title,9
 a Home Office minister has said.  Hazel Blears said innocent Muslims would be targeted because of the search for Islamic extremists. Qualifications for religious leaders to enter the UK could also be made tougher,1
 and praised his handling of the economy.  Writing in the Guardian newspaper,3
000. Any merger would have to be approved by the unions' executives and their membership. It is understood meetings will be held on Wednesday about the proposal. Along with the GMB and Unison,9
 e-commerce minister Mike O'Brien says.  A government-commissioned study ranked the UK third in its world index of use of information and communication technology (ICT). The report suggests 69% of UK firms are now using broadband and that 30% of micro businesses are trading online. Mr O'Brien said UK businesses were sprinting forward in ICT use,3
 who recently quit the UK Independence Party,3
 a poll suggests.  But nearly half those surveyed said Mr Blunkett should return to Cabinet if Labour won the next election. Some 63% of respondents in the Sunday Times poll thought his former lover - Kimberly Quinn - acted vindictively and 61% that he had been right to resign. YouGov polled a weighted sample of 1,9
 36,9
 such as the transport referendum. Therefore,1
 a report says.  University College London research claims cutting the limit from 80mg of alcohol per 100ml of blood to 50mg would save 65 lives a year. The findings are being published by the Parliamentary Advisory Council for Transport Safety as MPs are due to vote on the government's Road Safety Bill. The bill includes changes to speeding fines but not to the drink-drive limit. The research,1
 says minister	 Ministers would not rule out scrapping the Child Support Agency if it failed to improve,1
 who was the first woman to be Commons Speaker,1
 and increasing the number of offenders brought to justice. Launching the Department for Constitutional Affairs' plan,1
 93,1
 says Tory leader Michael Howard.  Mr Howard,1
 but not to the same extent as those in England.  Welsh Health Minister Jane Hutt said no patient would wait more than 12 months for an outpatient appointment by March 2006,9
 under plans unveiled by the Conservatives.  A positive test for TB would mean visa applications being turned down,1
 54,3
" the prime minister said in an interview with The Times newspaper, published on Friday. Mr Blair is at a summit in Brussels, where Iraq and European justice and immigration plans are on the agenda. French President Jacques Chirac reacted to his warning by saying Europe instead needed to reinforce its own unity. Mr Blair has probably been closer to President Bush than any other European leader.  He said some people were in a sort of state of denial"" about the US election result but predicted a more ""receptive mood"" would emerge soon. America needed to listen to the world too",1
 of illiteracy,3
 Oxfam says in a report,1
 Glos,1
 the work and pensions minister has said.  This was why the government was considering scrapping the retirement age entirely,1
 Media and Sport,1
" with the Countryside Alliance saying many hunts will be out in force. Chief police officers spokesman Nigel Yeo said he expected most people would obey the law - by drag hunting or chasing foxes then shooting them. He said police would challenge the ""one of two isolated hunts"" which are threatening to break the law.  But Simon Hart of the Countryside Alliance has questioned how police will ensure there are no violations. ""The definitions of legal and illegal hunting are so blurred that the police are being asked to make impossible judgements. ""You can hunt a rat",1
 who will hold talks in Beijing on Thursday,1
 but vowed to stay within the law. Although hunting with dogs is now a criminal offence,1
 the UK's public spending watchdog has said.  The National Audit Office said although the latest figures showed reported fraud was falling,1
 touring South East Asian countries,1
000 girls and women were raped during the 1994 genocide. About 800,1
" but admitted it was ""not an easy issue"". He had decided to support the plans as the police said they would help fight terror",3
 expected in 2006. Critics say the constitution is a further step towards a federal Europe,1
 who is on Labour's ruling NEC,1
 who had been selected to fight the Suffolk Coastal seat,1
" the Tories have claimed.  Home Secretary Charles Clarke has been quoted as telling Labour members he wants more migrants to come to the UK. Tory co-chairman Liam Fox said the comments were at odds with Tony Blair's prediction of a net cut in immigration. But Mr Clarke accused him of trying to score ""cheap political points"" by muddling immigration with asylum.  London's Evening Standard quoted Mr Clarke telling Labour activists at a question and answer session in Gateshead that he wanted Britain to offer refuge for those fleeing tyranny. ""That's not only a moral duty and a legal duty",3
 an Election Court has heard.  Police found the trio handling unsealed postal ballots in a deserted warehouse in the city during a late-night raid in June 2004,1
 Ariel Sharon,1
 kidnapped in Iraq.  Mrs Hassan,1
 Martin Mubanga,1
 expected to be held in May. Ministers deny they have been spurred into action by Tory campaigning or because the prime minister is worried too little has been done.  Instead,1
" who says he is ""standing by"" his remarks",2
" President Musharraf of Pakistan has said during a visit to Britain.  He was speaking to the BBC's Newsnight programme a few hours before visiting the Pakistani community in Manchester. ""My wife is travelling around. She is very religious but she is very moderate",1
 57,1
 who later disappeared,3
 Brown says	 Chancellor Gordon Brown has announced a freeze on fuel duty in his pre-budget speech to the Commons on Thursday.  Mr Brown told the House that government policy is to raise fuel duty at least in line with inflation each year to fulfil environmental commitments. But this financial year,3
 Tony Blair has said.  The deal,1
 TUC says	 The government should change the law to give more protection to employees who raise health and safety concerns about their workplaces,9
 muggers,9
 the first minister has told MSPs.  The figures came out during a statement by Jack McConnell to the Scottish Parliament on Wednesday. He formally expressed Scotland's sympathy for the victims of the Indian Ocean tidal wave which killed 150,1
 bars and clubs for up to a week or even permanently,1
 but said he was a great believer in personal responsibility. Mr Blunkett is taking legal action to gain access to Mrs Quinn's two-year-old son. She denies he is Mr Blunkett's. The interview with BBC Radio Sheffield was made before allegations he fast-tracked a visa for Mrs Quinn's nanny. The allegations,1
" MPs have warned.  ""Sustainable communities"" were being promoted without a real understanding of what ""sustainable"" means",1
" says a new MPs' report.  The influential Commons home affairs committee was responding to sentencing guidelines issued this summer. The MPs also call for tougher sentences for crimes committed under the influence of drink or drugs. They say the influence of drugs and alcohol should be introduced as an aggravating factor when judges and magistrates sentence offenders. Committee chairman John Denham said drugs of alcohol were sometimes used as an excuse.  ""The committee believes that these arguments should be rejected by sentencers and that being under their influence should instead be an aggravating factor."" At present judges",1
 chief executive of Powys Local Health Board,1
" the party has said.  The Club2School policy would provide up to £250m yearly for local sports clubs in the UK to deliver after-school sport. The extra coaching would be funded by the National Lottery and would come on top of the two hours of sport a week children are supposed to get in school. Shadow home secretary David Davis said five million children were being denied adequate sporting opportunities.  The plans would help tackle the ""fastest growing rate of obesity in the developed world""",9
 says the education watchdog.  Independent faith schools were singled out by Ofsted chief,1
 36,1
" telling supporters the ""stakes are too high"" to stay at home or protest vote in the forthcoming general election.  The chancellor said the vote - expected to fall on 5 May - will give a ""clear and fundamental"" choice between Labour investment and Conservative cuts. Speaking at Labour's spring conference in Gateshead",3
 amid continuing rows concerning a string of unauthorised encampments.  Councils are also to be given stronger powers to move on illegal settlements by Gypsy communities on rural land. More money is to be given to councils to develop official caravan parks,1
 attributed to a shadowy group known as Meibion Glyndwr. Plaid Cymru's Elfyn Llwyd has suggested the security services could have been involved,1
 Hertfordshire. Balfour Beatty managers Anthony Walker and Nicholas Jeffries,9
 with more due out later.  Thousands of supporters are expected to turn out at more than 250 meets,1
" the lord chancellor has said.  Ministers have been accused of panic in offering last minute changes to the Mental Capacity Bill amid chaotic scenes in the Commons on Tuesday. Lord Falconer said it was fair to criticise the late timing of the offer. He said the changes provided a solution to a very difficult issue but some MPs argue the situation is still unclear.  The bill allows people to give somebody the power of attorney to make decisions on their behalf if they become too ill to decide for themselves. Ministers insist the plans would not change laws on euthanasia and would improve safeguards. Critics fear it could allow ""killing by omission"" through withdrawing treatment",1
" says PM	 Tony Blair has promised that ""sport is back"" as a priority for schools.  The prime minister launched a £500m initiative to allow school sports clubs in England to provide up to three hours of extra activity a week by 2010. ""It's an important part of education and it's an important part of health",1
 Lib Dems and some Labour MPs are poised to vote against the plans. Mr Clarke says the powers are needed to counter terror threats. Opponents say only judges,1
 his family has announced.  The former Conservative MP for Kensington and Chelsea,1
" Conservative MP Michael Mates joined calls for a probe into claims Lord Goldsmith's statement to Parliament was drawn up at Number 10. Mr Blair said the statement was a ""fair summary"" of Lord Goldsmith's opinion.  ""That's what he (Lord Goldsmith) said and that's what I say. He has dealt with this time and time and time again",1
" who says he is ""standing by"" his remarks",1
 including police codes. Scotland Yard said the policing operation had been reviewed. A spokesman said President Musharraf's safety had not been compromised,3
" instead spending his days in smoky halls. ""Tony Meo [another player] and me used to spend all of our spare time there",9
 saying the UN should be leading efforts.  President Bush has announced that an alliance of the US,1
 he said. The home secretary was responding to an emergency question from his Tory opposite number Mr Davis. The government is employing the politics of confusion - I think,1
" Prime Minister Tony Blair has promised.  Mr Blair told the BBC's Breakfast with Frost show the money spent on the tsunami would not ""invade"" the money Britain wanted to spend on Africa. Questioned about the disaster",1
" Peter Mandelson has said.  The European commissioner and former Labour minister was speaking amid claims that Mr Campbell is part of a Labour ""dirty tricks"" campaign. That charge was denied by Mr Mandelson",3
 saying police had a responsibility to ensure people could benefit from a law change.  However,1
" the trade and industry secretary has said.  Patricia Hewitt is expected to call for the law banning the sale of 18-rated games to children to be enforced better at a games industry meeting on Sunday. She is concerned too many children are playing games aimed at adults which include ""high levels of violence"". Parents are expected to spend millions on video games as Christmas presents.  Violent games have been hit by controversy after the game Manhunt was blamed by the parents of 14-year-old Stefan Pakeerah",0
 dubbed Robocop for his zero tolerance style,3
 which began in 2001,1
 Scottish councils and the prison service will be compelled to work more closely to cut reoffending. The plan was to ensure offenders were monitored by the same body during and after prison,1
" Archbishop Tutu told BBC News: ""It is utterly unacceptable. ""The rule of law is in order to ensure that those who have power don't use their power arbitrarily and every person retains their human rights until you have proven conclusively that so-and-so is in fact guilty.""  Moazzam Begg",1
" the Tories have warned.  On Wednesday Tony Blair said he hoped the former home secretary would serve again in government in the future. Mr Blunkett quit in December after a probe linked him to the visa application of his ex-lover's nanny. Mr Blair said he left ""without a stain on his character"" but Tory Dominic Grieve branded the way Mr Blunkett's office operated as ""scandalous"". Mr Blair told BBC Radio 4's Today programme: ""I know David very well and I believe him to be a man of real integrity and real ability and I was very sad for him as to what happened.""  He said Mr Blunkett still had an immense amount to offer the country but he was not making any ""guarantees or definitive statements"" about future jobs. But shadow attorney general Mr Grieve said: ""While I don't rule out the possibility that Mr Blunkett may return as a minister",9
" Edward Heath lost and failed to build a coalition with the Liberals. Harold Wilson took over and increased his majority later in the year in a second election  The latest speculation suggests the prime minister favours a February poll in order to exploit his current opinion poll lead over Conservative leader Michael Howard. But that strategy could prompt criticism he was seeking to ""cut and run"" after less then four years of a parliamentary term. The papers report that Alan Milburn",3
 Downing Street said.  The deployment would involve troops from the 2nd Battalion Royal Gurkha Rifles,1
" Mr Abbas said such attacks were against Palestinian interests. The Palestinian Authority (PA) was exerting ""a 100% effort"" to end the violence",1
 called by the Public and Commercial Services Union,1
 Lord Falconer,1
 Liberal Democrat leader Charles Kennedy has claimed.  The party says the votes of students can win it 27 new seats at the poll. The figures assume all students will vote in their university town. In fact,3
 a committee of MPs and peers has warned.  The joint committee on human rights found those committing suicide were mainly the most vulnerable,1
 most non-EU citizens will need Home Office approval to marry. The Home Office says the new rules are aimed at reducing the number of sham marriages,1
